	id	title	text	answer
112	post_80	https://github.com/CS410Fall2020/MP1.git 404 error?	"Hi -
I am following these [instructions] I am unable to mirror the repo mentioned, throws a 404 error https://github.com/CS410Fall2020/MP1.git (https://d18ky98rnyall9.cloudfront.net/Dzke2aP9TGC5Htmj_Sxgjg_59737a6e41dc41efae3c1c5ca47d5da2_mp-setup.pdf?Expires=1629936000&Signature=g1IzyK5BRxs~igfk9hzcRzJ5ZLWYzRlGlmy~loCfjjJ8NFkgM4mINduHPV-nhm0ByF-0SlRvG4oZoZm-lhTG8PvfpL~xsKWUCiL58bx1FK1ZFVbCUVuhieJtbmrsQO3D9ucnwH3-MPMpO71AMLQ0ZGDiXCbAXNdtYd3jozJOUXE_&Key-Pair-Id=APKAJLTNE6QMUY6HBC5A)."	As we are still testing MP1, please wait a bit to work on it.
117	post_87	Regarding installing metapy on Python 3.5 in Win 10	"Hello Everyone,
I have been trying to install metapy over Python 3.5 in Win 10. It seems to install when I run pip but then when I try importing it's libraries it can't find it.
Has anyone tried installing in Win 10? Sorry I am new to Python and not sure what I am missing."	"How exactly are you referencing it in your code?
For example, are you doing the following:
import metapy
...
metapy.index.Document()
I believe you also need the latest version of pip, so check that and check that the installation is actually okay."
118	post_88	Question 8 + 9 on practice quiz 1	"Question 8: I don't understand how to solve question 8. Is there reference to a reading or can someone walk through an example problem?
Question 9: How is the answer ""L2 distance""?"	Thank you all for the useful answers to the two posted questions! I'm guessing the question about L2 distance must be a practice quiz question. If you don't know about this concept, please don't worry about it, though I think Bill Guo has given an excellent explanation of it!  In case it's a test quiz question, please do let us know. I haven't covered it in the lecture, so you are not expected to know this for answering any test quiz questions.
121	post_88	Question 8 + 9 on practice quiz 1	"Question 8: I don't understand how to solve question 8. Is there reference to a reading or can someone walk through an example problem?
Question 9: How is the answer ""L2 distance""?"	"first case: A man saw a boy, with a telescope. second case: A man saw (a boy with a telescope).
L2 distance of two vectors depends on both the magnitude and direction of the vectors, the magnitude of the vector is the length"
122	post_88	Question 8 + 9 on practice quiz 1	"Question 8: I don't understand how to solve question 8. Is there reference to a reading or can someone walk through an example problem?
Question 9: How is the answer ""L2 distance""?"	"For ""L2 distance"", I do not remember it is mentioned in Week 1 videos (please correct me if I am wrong). I know this because it was covered in my earlier algebra courses, probably it is also assumed that you would know it as a prerequisite.
Some external resources in case you still need it:
https://en.wikipedia.org/wiki/Euclidean_distance
http://www.improvedoutcomes.com/docs/WebSiteDocs/Clustering/Clustering_Parameters/Euclidean_and_Euclidean_Squared_Distance_Metrics.htm"
123	post_91	I am looking for Teammate for Course Project	I am on CST timezone.	Hi! I would love to team up with you. I'm on CST.
124	post_91	I am looking for Teammate for Course Project	I am on CST timezone.	I am interested in teaming up with you. I am on CST as well.
125	post_91	I am looking for Teammate for Course Project	I am on CST timezone.	Hello Sudhendhu, I would like to team up, if there is still an availability. I'm on CST too
126	post_94	Group Size Scaling	Is the scope of the project expected to match the number of members of the group? For example, would someone working alone be expected to have a smaller project than a group of 5?	Yes that is correct. Having said that, 1 person teams are highly discouraged. Please try to find a group of students to work together on the project. The quality of work from multi-person teams is always much better (1+1 > 2 kinda thing). If you can't find a team after looking seriously for a while, then 1 person teams are allowed in that case.
128	post_95	Question 8 on practice quiz 7	Hello, I don't understand why this answer is wrong...? Thanks for the reply in advance :)	Amazing! You are working on quiz 7?  is it possible to change the category to quiz 7? lol
129	post_98	Hi Everyone,	I am looking for teammate for the project. I am in EST time zone.	You can post to find teammates here #169
130	post_105	3 credit tech review	If I am taking this course for 3 credits, will I be able to get feedback if I complete and submit my tech review?	Its a bit too early for us to be able to answer this definitively. Decisions about the Project and Tech Review are still being made.
131	post_107	Coursera MP1 grade unpopulated	In the LiveDatalab Leaderboard it says I have a 1 but my grade in the Coursera Grades Tab for MP1 is empty.	Ok I can now see some students' grades populated on Coursera, things are working behind the scenes. If you're still running into trouble, try to go through the MP setup again with a fresh copy, might help resolve some issues especially if you pulled the MP much earlier (some things were only resolved yesterday).
132	post_107	Coursera MP1 grade unpopulated	In the LiveDatalab Leaderboard it says I have a 1 but my grade in the Coursera Grades Tab for MP1 is empty.	can you try pushing again now? do you see it on coursera?
133	post_107	Coursera MP1 grade unpopulated	In the LiveDatalab Leaderboard it says I have a 1 but my grade in the Coursera Grades Tab for MP1 is empty.	yep, we're working on linking the livedatalab leaderboard to Coursera. Hang tight!
134	post_107	Coursera MP1 grade unpopulated	In the LiveDatalab Leaderboard it says I have a 1 but my grade in the Coursera Grades Tab for MP1 is empty.	"Parag / Assma, I think the issue relates to this instruction in mp setup.pdf.
I had the same thing happen to me for MP1. Even if you've gotten the ""1""/Success indicator on LiveDataLab Leaderboard - if you have not yet clicked the Coursera Open Tool button at least once per MP, you will have to do click Open Tool first and re-submit/re-push your code. Hope this helps!"
